»’∆⁄,∆⁄ ˝,,,,∫Ï«Ú_1,∫Ï«Ú_2,∫Ï«Ú_3,∫Ï«Ú_4,∫Ï«Ú_5,¿∂«Ú_1,¿∂«Ú_2
2018-9-3,18103,,,,14,24,26,28,35,02,03
2018-9-1,18102,,,,06,07,13,22,24,10,12
2018-8-29,18101,,,,03,14,15,23,29,04,05
2018-8-27,18100,,,,06,20,21,26,30,06,09
2018-8-25,18099,,,,12,13,16,20,21,01,07
2018-8-22,18098,,,,02,15,18,25,27,05,07
2018-8-20,18097,,,,10,12,14,18,23,01,04
2018-8-18,18096,,,,13,14,20,28,34,06,10
2018-8-15,18095,,,,07,14,18,29,35,05,12
2018-8-13,18094,,,,11,16,25,30,34,08,10
2018-8-11,18093,,,,03,11,16,18,33,03,11
2018-8-8,18092,,,,05,07,14,18,19,04,10
2018-8-6,18091,,,,06,22,26,28,31,01,07
2018-8-4,18090,,,,06,20,24,33,34,04,11
2018-8-1,18089,,,,26,27,28,32,34,06,10
2018-7-30,18088,,,,08,09,21,25,33,01,08
2018-7-28,18087,,,,03,14,19,23,25,01,04
2018-7-25,18086,,,,16,22,24,29,31,04,05
2018-7-23,18085,,,,01,02,14,25,31,05,07
2018-7-21,18084,,,,06,11,17,22,35,11,12
2018-7-18,18083,,,,07,12,25,27,28,10,11
2018-7-16,18082,,,,01,02,14,17,18,08,10
2018-7-14,18081,,,,02,10,13,21,35,01,12
2018-7-11,18080,,,,07,16,24,26,31,10,11
2018-7-9,18079,,,,03,04,10,27,29,01,05
2018-7-7,18078,,,,07,11,12,22,30,03,06
2018-7-4,18077,,,,01,06,09,15,26,08,09
2018-7-2,18076,,,,07,18,28,29,32,06,08
2018-6-30,18075,,,,01,06,12,20,34,04,12
2018-6-27,18074,,,,03,09,12,28,30,04,12
2018-6-25,18073,,,,13,19,24,25,29,02,08
2018-6-23,18072,,,,05,12,17,24,26,01,02
2018-6-20,18071,,,,02,05,23,30,31,03,09
2018-6-18,18070,,,,02,05,10,16,30,04,07
2018-6-16,18069,,,,01,08,13,21,24,02,11
2018-6-13,18068,,,,08,12,16,26,33,05,06
2018-6-11,18067,,,,03,07,12,18,31,07,10
2018-6-9,18066,,,,01,20,23,32,33,01,04
2018-6-6,18065,,,,07,10,28,31,32,08,10
2018-6-4,18064,,,,01,03,04,11,29,02,04
2018-6-2,18063,,,,05,14,15,32,34,03,10
2018-5-30,18062,,,,12,14,19,23,35,02,07
2018-5-28,18061,,,,04,10,12,28,31,08,11
2018-5-26,18060,,,,04,22,27,29,31,02,10
2018-5-23,18059,,,,01,09,10,27,35,06,11
2018-5-21,18058,,,,09,11,12,26,32,04,10
2018-5-19,18057,,,,13,19,22,27,28,05,06
2018-5-16,18056,,,,02,04,16,28,34,05,07
2018-5-14,18055,,,,03,07,20,33,34,09,10
2018-5-12,18054,,,,09,10,12,20,30,01,07
2018-5-9,18053,,,,11,16,21,23,25,02,12
2018-5-7,18052,,,,05,16,18,19,25,02,07
2018-5-5,18051,,,,09,18,28,29,35,03,11
2018-5-2,18050,,,,22,24,26,34,35,06,12
2018-4-30,18049,,,,04,07,09,10,13,06,12
2018-4-28,18048,,,,02,03,11,20,25,02,07
2018-4-25,18047,,,,03,08,10,14,20,04,08
2018-4-23,18046,,,,10,20,22,29,32,05,10
2018-4-21,18045,,,,02,05,20,30,35,05,09
2018-4-18,18044,,,,02,04,06,18,21,05,08
2018-4-16,18043,,,,03,06,13,28,33,04,11
2018-4-14,18042,,,,03,19,25,29,35,05,09
2018-4-11,18041,,,,01,23,25,31,33,01,12
2018-4-9,18040,,,,05,07,18,27,31,01,08
2018-4-7,18039,,,,02,07,14,29,32,10,11
2018-4-4,18038,,,,14,23,25,31,32,01,03
2018-4-2,18037,,,,01,03,27,30,31,02,11
2018-3-31,18036,,,,11,17,18,21,27,07,08
2018-3-28,18035,,,,05,07,10,12,24,07,11
2018-3-26,18034,,,,08,11,22,27,32,03,07
2018-3-24,18033,,,,02,03,19,23,34,04,09
2018-3-21,18032,,,,07,10,17,32,35,05,12
2018-3-19,18031,,,,03,08,13,17,23,05,11
2018-3-17,18030,,,,05,18,21,28,32,09,11
2018-3-14,18029,,,,03,09,21,25,29,01,08
2018-3-12,18028,,,,04,19,25,30,35,04,07
2018-3-10,18027,,,,01,18,20,21,26,04,11
2018-3-7,18026,,,,01,02,03,04,30,03,05
2018-3-5,18025,,,,07,08,09,15,34,07,08
2018-3-3,18024,,,,02,16,24,30,32,04,07
2018-2-28,18023,,,,12,13,18,21,29,02,08
2018-2-26,18022,,,,02,10,19,33,35,05,06
2018-2-24,18021,,,,05,06,08,09,15,04,11
2018-2-14,18020,,,,01,10,13,14,21,09,12
2018-2-12,18019,,,,10,11,19,21,28,05,12
2018-2-10,18018,,,,06,08,13,24,28,06,12
2018-2-7,18017,,,,04,19,21,23,31,04,09
2018-2-5,18016,,,,01,02,12,13,23,09,12
2018-2-3,18015,,,,04,13,15,18,29,05,11
2018-1-31,18014,,,,14,16,18,24,31,01,08
2018-1-29,18013,,,,08,24,31,33,35,07,10
2018-1-27,18012,,,,03,22,24,29,34,07,11
2018-1-24,18011,,,,03,13,15,23,26,01,10
2018-1-22,18010,,,,24,25,26,28,29,04,12
2018-1-20,18009,,,,10,12,28,30,34,03,04
2018-1-17,18008,,,,09,15,17,20,22,10,11
2018-1-15,18007,,,,03,04,28,31,34,04,11
2018-1-13,18006,,,,19,20,30,32,33,03,05
2018-1-10,18005,,,,04,09,23,24,30,08,11
2018-1-8,18004,,,,04,09,22,28,30,01,10
2018-1-6,18003,,,,04,21,23,24,30,09,10
2018-1-3,18002,,,,12,20,23,27,34,01,06
2018-1-1,18001,,,,01,13,22,25,35,03,04
2017-12-30,17153,,,,01,09,24,26,34,09,12
2017-12-27,17152,,,,02,04,07,23,28,02,08
2017-12-25,17151,,,,05,06,23,28,32,04,05
2017-12-23,17150,,,,03,06,10,13,18,09,11
2017-12-20,17149,,,,10,18,19,25,26,04,12
2017-12-18,17148,,,,19,27,31,32,35,11,12
2017-12-16,17147,,,,05,16,17,25,34,01,11
2017-12-13,17146,,,,01,05,11,14,35,09,10
2017-12-11,17145,,,,04,07,17,18,19,03,10
2017-12-9,17144,,,,03,21,23,29,32,10,11
2017-12-6,17143,,,,06,09,24,29,32,02,07
2017-12-4,17142,,,,01,05,16,19,28,02,10
2017-12-2,17141,,,,02,08,21,22,29,03,05
2017-11-29,17140,,,,10,16,25,26,29,01,05
2017-11-27,17139,,,,02,06,19,25,32,09,12
2017-11-25,17138,,,,04,07,09,20,25,02,11
2017-11-22,17137,,,,01,20,22,28,29,05,07
2017-11-20,17136,,,,01,11,20,21,22,03,04
2017-11-18,17135,,,,01,12,15,19,22,02,04
2017-11-15,17134,,,,07,18,19,32,34,02,10
2017-11-13,17133,,,,15,17,19,32,33,01,03
2017-11-11,17132,,,,11,17,23,26,27,01,10
2017-11-8,17131,,,,03,05,08,19,34,01,12
2017-11-6,17130,,,,05,18,28,33,34,03,04
2017-11-4,17129,,,,05,17,20,32,33,04,09
2017-11-1,17128,,,,09,11,13,18,33,02,03
2017-10-30,17127,,,,02,15,18,21,22,03,10
2017-10-28,17126,,,,03,04,13,24,33,01,11
2017-10-25,17125,,,,07,11,18,26,28,04,05
2017-10-23,17124,,,,03,29,30,32,35,03,08
2017-10-21,17123,,,,03,15,23,26,32,01,12
2017-10-18,17122,,,,03,12,18,29,34,03,11
2017-10-16,17121,,,,01,06,12,26,31,01,07
2017-10-14,17120,,,,08,15,24,26,27,05,06
2017-10-11,17119,,,,05,07,13,29,35,03,08
2017-10-9,17118,,,,02,07,16,20,33,03,11
2017-10-7,17117,,,,05,07,09,24,32,08,10
2017-10-4,17116,,,,02,27,30,32,33,01,03
2017-10-2,17115,,,,14,19,20,25,31,06,08
2017-9-30,17114,,,,06,07,12,18,23,01,12
2017-9-27,17113,,,,05,08,17,18,23,04,12
2017-9-25,17112,,,,05,06,20,31,32,06,12
2017-9-23,17111,,,,02,14,17,26,34,08,12
2017-9-20,17110,,,,10,14,20,21,35,02,05
2017-9-18,17109,,,,06,09,19,26,34,05,07
2017-9-16,17108,,,,01,04,15,21,22,04,09
2017-9-13,17107,,,,04,10,19,25,27,06,12
2017-9-11,17106,,,,09,12,18,23,29,02,04
2017-9-9,17105,,,,04,15,22,24,32,02,09
2017-9-6,17104,,,,09,11,22,27,30,09,11
2017-9-4,17103,,,,04,19,20,24,29,03,04
2017-9-2,17102,,,,01,12,23,24,29,08,12
2017-8-30,17101,,,,05,15,21,25,29,05,08
2017-8-28,17100,,,,02,05,18,19,31,01,09
2017-8-26,17099,,,,08,09,17,18,24,03,07
2017-8-23,17098,,,,06,09,17,30,35,10,11
2017-8-21,17097,,,,07,14,19,22,34,07,12
2017-8-19,17096,,,,03,07,09,17,28,04,12
2017-8-16,17095,,,,15,32,33,34,35,03,12
2017-8-14,17094,,,,03,05,08,29,33,04,08
2017-8-12,17093,,,,05,06,17,21,29,02,04
2017-8-9,17092,,,,03,07,09,17,34,04,05
2017-8-7,17091,,,,01,05,07,16,19,03,12
2017-8-5,17090,,,,03,06,15,22,35,09,11
2017-8-2,17089,,,,03,05,06,15,18,03,10
2017-7-31,17088,,,,05,28,31,34,35,08,09
2017-7-29,17087,,,,03,14,21,29,35,02,06
2017-7-26,17086,,,,12,15,18,22,31,01,08
2017-7-24,17085,,,,09,13,14,25,30,02,05
2017-7-22,17084,,,,06,11,14,21,31,09,12
2017-7-19,17083,,,,02,05,14,22,34,03,09
2017-7-17,17082,,,,05,13,20,21,25,08,09
2017-7-15,17081,,,,02,12,15,20,34,01,06
2017-7-12,17080,,,,08,10,21,30,31,02,05
2017-7-10,17079,,,,01,17,19,32,33,02,11
2017-7-8,17078,,,,04,05,27,31,34,03,06
2017-7-5,17077,,,,01,03,04,25,31,06,09
2017-7-3,17076,,,,02,07,25,30,35,07,12
2017-7-1,17075,,,,05,11,16,18,35,01,06
2017-6-28,17074,,,,08,10,11,13,17,08,11
2017-6-26,17073,,,,07,18,28,31,33,01,02
2017-6-24,17072,,,,01,03,29,32,34,02,05
2017-6-21,17071,,,,01,04,11,14,33,05,07
2017-6-19,17070,,,,06,16,18,26,30,02,03
2017-6-17,17069,,,,10,16,20,23,32,08,11
2017-6-14,17068,,,,07,08,19,24,27,06,07
2017-6-12,17067,,,,10,17,18,32,35,10,11
2017-6-10,17066,,,,11,15,23,26,30,02,11
2017-6-7,17065,,,,05,11,12,19,28,05,12
2017-6-5,17064,,,,01,08,20,27,30,03,04
2017-6-3,17063,,,,18,21,22,24,29,05,11
2017-5-31,17062,,,,01,04,06,08,28,08,12
2017-5-29,17061,,,,10,19,23,25,30,02,04
2017-5-27,17060,,,,09,15,20,26,31,05,12
2017-5-24,17059,,,,08,11,13,15,17,03,10
2017-5-22,17058,,,,14,18,20,21,28,03,06
2017-5-20,17057,,,,12,16,19,23,24,02,05
2017-5-17,17056,,,,01,04,24,27,32,03,10
2017-5-15,17055,,,,19,20,22,30,33,03,09
2017-5-13,17054,,,,16,29,30,32,33,04,05
2017-5-10,17053,,,,06,19,20,22,26,01,11
2017-5-8,17052,,,,03,19,24,28,33,04,12
2017-5-6,17051,,,,14,17,18,22,29,10,11
2017-5-3,17050,,,,12,14,17,20,28,02,06
2017-5-1,17049,,,,09,12,14,22,31,05,08
2017-4-29,17048,,,,07,09,13,15,19,03,10
2017-4-26,17047,,,,15,19,32,33,34,09,12
2017-4-24,17046,,,,04,17,20,23,30,02,03
2017-4-22,17045,,,,01,08,11,21,35,09,12
2017-4-19,17044,,,,11,16,17,18,25,02,09
2017-4-17,17043,,,,06,13,22,25,35,09,12
2017-4-15,17042,,,,02,17,31,33,34,01,07
2017-4-12,17041,,,,02,04,06,25,31,05,09
2017-4-10,17040,,,,04,06,10,23,29,09,11
2017-4-8,17039,,,,05,06,14,17,26,03,08
2017-4-5,17038,,,,04,05,13,18,27,03,09
2017-4-3,17037,,,,13,15,16,32,34,06,11
2017-4-1,17036,,,,01,04,09,18,33,02,05
2017-3-29,17035,,,,14,17,22,30,33,07,12
2017-3-27,17034,,,,06,12,21,26,29,02,11
2017-3-25,17033,,,,15,22,23,25,34,05,11
2017-3-22,17032,,,,02,13,14,18,29,03,09
2017-3-20,17031,,,,02,16,17,30,32,02,09
2017-3-18,17030,,,,21,22,24,29,34,05,06
2017-3-15,17029,,,,01,06,14,17,29,01,11
2017-3-13,17028,,,,06,18,22,23,33,09,11
2017-3-11,17027,,,,08,17,25,33,34,03,11
2017-3-8,17026,,,,10,14,19,25,32,02,07
2017-3-6,17025,,,,10,16,19,20,34,04,05
2017-3-4,17024,,,,21,23,29,32,35,11,12
2017-3-1,17023,,,,05,08,12,24,34,07,10
2017-2-27,17022,,,,02,03,09,17,24,06,12
2017-2-25,17021,,,,01,15,17,20,26,06,08
2017-2-22,17020,,,,16,21,24,27,28,04,07
2017-2-20,17019,,,,02,06,14,23,25,02,10
2017-2-18,17018,,,,06,07,10,17,23,01,09
2017-2-15,17017,,,,04,19,24,26,29,04,06
2017-2-13,17016,,,,03,13,28,30,33,09,10
2017-2-11,17015,,,,01,07,19,27,34,01,02
2017-2-8,17014,,,,04,08,15,24,25,02,05
2017-2-6,17013,,,,05,12,17,30,34,11,12
2017-2-4,17012,,,,04,05,24,26,35,07,12
2017-1-25,17011,,,,05,15,21,29,34,06,09
2017-1-23,17010,,,,04,10,13,18,35,01,02
2017-1-21,17009,,,,05,06,08,12,22,03,04
2017-1-18,17008,,,,03,04,09,25,32,02,04
2017-1-16,17007,,,,08,11,17,25,27,02,04
2017-1-14,17006,,,,04,06,23,32,33,05,06
2017-1-11,17005,,,,05,09,20,26,35,02,11
2017-1-9,17004,,,,05,08,11,28,31,06,07
2017-1-7,17003,,,,03,05,06,13,22,09,12
2017-1-4,17002,,,,07,12,14,31,34,09,11
2017-1-2,17001,,,,07,09,20,31,33,08,10
2016-12-31,16154,,,,06,16,17,21,29,04,06
2016-12-28,16153,,,,13,18,25,29,35,03,11
2016-12-26,16152,,,,08,17,22,24,30,05,11
2016-12-24,16151,,,,04,07,11,14,21,05,12
2016-12-21,16150,,,,01,10,18,24,29,07,10
2016-12-19,16149,,,,01,02,03,12,33,04,09
2016-12-17,16148,,,,05,14,15,23,25,06,08
2016-12-14,16147,,,,07,19,20,28,30,04,12
2016-12-12,16146,,,,21,22,25,29,34,01,11
2016-12-10,16145,,,,01,09,11,17,28,03,08
2016-12-7,16144,,,,04,05,13,22,31,05,10
2016-12-5,16143,,,,04,06,22,27,31,06,07
2016-12-3,16142,,,,01,06,17,23,26,06,12
2016-11-30,16141,,,,02,06,07,19,28,11,12
2016-11-28,16140,,,,12,16,23,29,34,04,11
2016-11-26,16139,,,,13,21,30,31,35,01,08
2016-11-23,16138,,,,12,13,16,29,35,05,11
2016-11-21,16137,,,,07,20,23,29,34,02,10
2016-11-19,16136,,,,05,06,07,19,23,04,11
2016-11-16,16135,,,,01,10,12,18,35,01,12
2016-11-14,16134,,,,01,03,31,32,34,02,07
2016-11-12,16133,,,,01,04,05,23,28,05,09
2016-11-9,16132,,,,04,18,19,22,35,01,02
2016-11-7,16131,,,,06,13,25,28,30,02,07
2016-11-5,16130,,,,11,23,32,33,34,01,12
2016-11-2,16129,,,,07,08,19,30,35,08,09
2016-10-31,16128,,,,17,20,22,30,33,07,08
2016-10-29,16127,,,,01,05,15,24,26,09,10
2016-10-26,16126,,,,11,13,16,19,24,06,08
2016-10-24,16125,,,,06,07,08,28,30,01,02
2016-10-22,16124,,,,04,13,24,26,29,08,11
2016-10-19,16123,,,,04,05,13,20,32,01,10
2016-10-17,16122,,,,01,03,12,14,29,02,06
2016-10-15,16121,,,,04,05,08,15,20,01,06
2016-10-12,16120,,,,03,10,20,32,34,04,07
2016-10-10,16119,,,,02,03,09,21,22,05,10
2016-10-8,16118,,,,12,15,18,24,29,03,11
2016-10-5,16117,,,,03,09,14,16,23,02,09
2016-10-3,16116,,,,04,06,08,19,34,10,12
2016-10-1,16115,,,,01,04,15,31,34,02,11
2016-9-28,16114,,,,16,17,20,32,33,03,07
2016-9-26,16113,,,,10,11,17,30,34,03,12
2016-9-24,16112,,,,07,22,23,31,32,04,05
2016-9-21,16111,,,,04,09,22,26,27,02,12
2016-9-19,16110,,,,07,20,21,23,30,07,10
2016-9-17,16109,,,,03,25,28,31,34,11,12
2016-9-14,16108,,,,10,17,22,23,25,07,09
2016-9-12,16107,,,,02,06,19,24,26,04,06
2016-9-10,16106,,,,03,21,30,33,35,01,04
2016-9-7,16105,,,,08,11,31,34,35,01,02
2016-9-5,16104,,,,01,20,22,23,30,06,07
2016-9-3,16103,,,,05,14,20,23,29,03,11
2016-8-31,16102,,,,03,05,06,34,35,03,12
2016-8-29,16101,,,,04,06,28,33,35,07,12
2016-8-27,16100,,,,08,12,19,26,30,02,12
2016-8-24,16099,,,,03,04,12,14,27,01,05
2016-8-22,16098,,,,08,09,11,20,29,04,05
2016-8-20,16097,,,,06,08,18,31,33,10,12
2016-8-17,16096,,,,01,06,08,12,21,05,10
2016-8-15,16095,,,,08,12,18,19,21,03,06
2016-8-13,16094,,,,01,14,16,17,18,05,07
2016-8-10,16093,,,,01,08,14,30,35,06,07
2016-8-8,16092,,,,02,13,31,33,34,07,11
2016-8-6,16091,,,,08,13,17,21,22,02,08
2016-8-3,16090,,,,04,06,08,28,32,07,12
2016-8-1,16089,,,,07,14,17,28,34,07,10
2016-7-30,16088,,,,04,06,17,21,30,06,11
2016-7-27,16087,,,,03,16,17,23,25,07,09
2016-7-25,16086,,,,03,05,22,25,30,07,09
2016-7-23,16085,,,,14,15,27,31,32,01,07
2016-7-20,16084,,,,08,12,15,26,35,01,08
2016-7-18,16083,,,,01,05,09,33,35,01,05
2016-7-16,16082,,,,03,08,23,28,29,02,07
2016-7-13,16081,,,,06,07,18,21,33,03,08
2016-7-11,16080,,,,15,20,29,30,33,07,12
2016-7-9,16079,,,,07,14,15,20,27,05,10
2016-7-6,16078,,,,07,18,29,31,35,05,11
2016-7-4,16077,,,,09,11,14,16,35,02,05
2016-7-2,16076,,,,03,08,10,17,31,05,06
2016-6-29,16075,,,,03,07,17,22,31,08,12
2016-6-27,16074,,,,01,05,07,11,14,03,08
2016-6-25,16073,,,,07,14,17,24,27,08,10
2016-6-22,16072,,,,16,20,24,26,31,04,09
2016-6-20,16071,,,,08,15,19,20,33,07,12
2016-6-18,16070,,,,02,09,13,19,23,05,07
2016-6-15,16069,,,,14,17,19,23,30,02,09
2016-6-13,16068,,,,05,07,22,26,34,07,12
2016-6-11,16067,,,,02,08,11,13,19,02,08
2016-6-8,16066,,,,10,28,29,31,33,05,11
2016-6-6,16065,,,,01,09,18,22,24,11,12
2016-6-4,16064,,,,01,02,10,18,35,05,11
2016-6-1,16063,,,,08,12,22,27,35,05,09
2016-5-30,16062,,,,02,10,14,15,35,01,09
2016-5-28,16061,,,,09,15,17,21,23,07,12
2016-5-25,16060,,,,02,06,22,27,34,08,11
2016-5-23,16059,,,,02,10,27,28,33,05,07
2016-5-21,16058,,,,02,15,17,23,28,05,09
2016-5-18,16057,,,,08,17,19,23,30,03,08
2016-5-16,16056,,,,10,12,14,31,35,04,05
2016-5-14,16055,,,,06,21,27,30,34,04,09
2016-5-11,16054,,,,02,05,09,21,30,06,07
2016-5-9,16053,,,,04,13,15,30,35,03,05
2016-5-7,16052,,,,08,14,19,20,33,10,11
2016-5-4,16051,,,,16,21,23,24,32,07,08
2016-5-2,16050,,,,07,17,21,29,35,04,05
2016-4-30,16049,,,,03,04,05,27,33,04,09
2016-4-27,16048,,,,04,12,17,25,27,04,10
2016-4-25,16047,,,,02,03,23,29,32,05,09
2016-4-23,16046,,,,03,19,22,32,34,08,12
2016-4-20,16045,,,,07,11,25,30,33,02,08
2016-4-18,16044,,,,01,06,10,20,31,05,11
2016-4-16,16043,,,,01,09,16,33,34,09,12
2016-4-13,16042,,,,02,06,08,19,24,01,06
2016-4-11,16041,,,,12,23,24,27,34,03,06
2016-4-9,16040,,,,20,22,29,30,35,01,06
2016-4-6,16039,,,,01,08,16,22,28,04,05
2016-4-4,16038,,,,03,07,09,15,33,05,12
2016-4-2,16037,,,,03,05,13,24,34,03,05
2016-3-30,16036,,,,07,15,26,30,31,03,06
2016-3-28,16035,,,,17,22,24,25,29,09,12
2016-3-26,16034,,,,14,18,31,32,35,09,10
2016-3-23,16033,,,,03,14,15,31,35,09,10
2016-3-21,16032,,,,05,09,14,20,33,05,12
2016-3-19,16031,,,,03,14,24,27,29,04,11
2016-3-16,16030,,,,10,19,21,29,33,04,06
2016-3-14,16029,,,,20,26,27,29,32,05,12
2016-3-12,16028,,,,13,18,20,23,31,03,06
2016-3-9,16027,,,,06,11,13,15,28,02,06
2016-3-7,16026,,,,02,06,29,30,34,01,07
2016-3-5,16025,,,,03,06,13,23,24,07,10
2016-3-2,16024,,,,01,02,11,15,18,04,08
2016-2-29,16023,,,,04,09,14,25,27,06,11
2016-2-27,16022,,,,04,18,21,30,35,02,11
2016-2-24,16021,,,,01,04,09,10,35,09,11
2016-2-22,16020,,,,01,16,22,29,30,02,09
2016-2-20,16019,,,,04,11,15,20,26,08,09
2016-2-17,16018,,,,05,10,13,27,33,08,11
2016-2-15,16017,,,,11,18,24,28,29,05,10
2016-2-6,16016,,,,03,10,22,29,32,02,05
2016-2-3,16015,,,,01,04,10,13,30,03,09
2016-2-1,16014,,,,06,08,21,24,27,02,10
2016-1-30,16013,,,,03,21,23,31,35,02,11
2016-1-27,16012,,,,05,07,11,23,28,03,12
2016-1-25,16011,,,,02,08,10,15,23,05,10
2016-1-23,16010,,,,12,13,15,16,28,02,05
2016-1-20,16009,,,,05,08,10,17,20,02,12
2016-1-18,16008,,,,05,12,31,34,35,04,05
2016-1-16,16007,,,,02,05,14,32,35,01,03
2016-1-13,16006,,,,14,16,17,22,24,02,09
2016-1-11,16005,,,,06,09,12,15,20,08,11
2016-1-9,16004,,,,10,20,23,32,35,09,10
2016-1-6,16003,,,,04,12,17,22,26,06,07
2016-1-4,16002,,,,07,12,18,25,35,07,09
2016-1-2,16001,,,,01,07,19,20,30,05,10
2015-12-30,15153,,,,01,07,22,27,33,02,11
2015-12-28,15152,,,,04,05,22,29,35,02,11
2015-12-26,15151,,,,15,16,18,30,35,01,07
2015-12-23,15150,,,,04,13,18,25,33,03,07
2015-12-21,15149,,,,04,06,10,12,28,02,08
2015-12-19,15148,,,,08,11,27,31,33,08,09
2015-12-16,15147,,,,01,02,13,18,19,08,10
2015-12-14,15146,,,,04,15,19,27,31,04,11
2015-12-12,15145,,,,06,07,20,29,32,11,12
2015-12-9,15144,,,,01,09,24,26,29,06,11
2015-12-7,15143,,,,09,20,31,33,35,10,11
2015-12-5,15142,,,,12,14,22,26,30,03,06
2015-12-2,15141,,,,02,04,15,19,31,02,03
2015-11-30,15140,,,,01,11,15,26,35,06,11
2015-11-28,15139,,,,02,03,05,25,32,05,07
2015-11-25,15138,,,,01,16,20,29,32,04,07
2015-11-23,15137,,,,14,17,21,23,26,08,11
2015-11-21,15136,,,,05,20,23,29,32,02,10
2015-11-18,15135,,,,05,16,20,25,29,06,08
2015-11-16,15134,,,,01,02,06,15,35,04,07
2015-11-14,15133,,,,03,07,08,25,30,04,08
2015-11-11,15132,,,,03,08,14,18,27,01,05
2015-11-9,15131,,,,11,17,19,20,27,02,03
2015-11-7,15130,,,,17,25,31,32,34,02,12
2015-11-4,15129,,,,01,06,23,25,29,03,09
2015-11-2,15128,,,,10,12,23,30,32,03,04
2015-10-31,15127,,,,09,11,14,19,30,03,08
2015-10-28,15126,,,,04,05,08,09,21,03,06
2015-10-26,15125,,,,02,03,15,17,28,08,10
2015-10-24,15124,,,,04,06,12,31,32,03,06
2015-10-21,15123,,,,04,15,27,29,30,02,10
2015-10-19,15122,,,,11,13,15,26,35,06,11
2015-10-17,15121,,,,02,04,17,27,28,04,06
2015-10-14,15120,,,,01,09,15,24,32,05,10
2015-10-12,15119,,,,01,08,12,16,21,06,11
2015-10-10,15118,,,,03,07,20,24,31,04,09
2015-10-7,15117,,,,06,17,20,30,33,10,11
2015-10-5,15116,,,,07,10,19,24,33,03,07
2015-10-3,15115,,,,08,12,13,14,16,03,09
2015-9-30,15114,,,,09,18,24,31,34,02,10
2015-9-28,15113,,,,01,14,21,29,33,02,10
2015-9-26,15112,,,,04,05,15,19,28,04,11
2015-9-23,15111,,,,07,08,16,24,28,03,10
2015-9-21,15110,,,,02,07,10,22,30,07,11
2015-9-19,15109,,,,01,06,11,22,31,03,12
2015-9-16,15108,,,,01,13,16,26,31,07,12
2015-9-14,15107,,,,03,23,25,28,29,06,07
2015-9-12,15106,,,,02,11,13,22,30,02,03
2015-9-9,15105,,,,08,09,15,21,27,05,09
2015-9-7,15104,,,,16,19,25,30,34,04,09
2015-9-5,15103,,,,07,09,15,25,34,04,10
2015-9-2,15102,,,,11,14,15,33,34,03,12
2015-8-31,15101,,,,06,12,17,18,32,07,12
2015-8-29,15100,,,,09,15,18,23,32,05,07
2015-8-26,15099,,,,09,12,14,22,25,05,10
2015-8-24,15098,,,,09,14,21,27,33,06,09
2015-8-22,15097,,,,04,16,17,26,27,01,04
2015-8-19,15096,,,,03,09,12,18,21,02,06
2015-8-17,15095,,,,08,14,26,34,35,05,10
2015-8-15,15094,,,,02,03,10,11,29,03,07
2015-8-12,15093,,,,16,17,25,26,27,02,04
2015-8-10,15092,,,,02,14,21,27,34,05,08
2015-8-8,15091,,,,02,07,28,29,30,03,07
2015-8-5,15090,,,,06,09,11,17,21,06,08
2015-8-3,15089,,,,05,12,18,20,27,10,12
2015-8-1,15088,,,,05,15,28,31,34,11,12
2015-7-29,15087,,,,02,05,15,17,22,01,11
2015-7-27,15086,,,,05,09,11,15,32,04,09
2015-7-25,15085,,,,02,03,04,06,16,03,12
2015-7-22,15084,,,,10,20,21,32,34,06,07
2015-7-20,15083,,,,14,16,19,25,29,10,12
2015-7-18,15082,,,,08,15,28,31,33,03,06
2015-7-15,15081,,,,03,04,10,13,17,05,09
2015-7-13,15080,,,,14,20,29,30,32,03,08
2015-7-11,15079,,,,01,09,17,23,24,04,05
2015-7-8,15078,,,,19,24,26,28,33,01,02
2015-7-6,15077,,,,01,16,17,22,28,02,09
2015-7-4,15076,,,,03,19,21,31,34,05,12
2015-7-1,15075,,,,13,14,26,27,33,10,12
2015-6-29,15074,,,,01,12,21,27,33,04,09
2015-6-27,15073,,,,09,26,27,30,34,01,06
2015-6-24,15072,,,,19,20,21,31,33,09,10
2015-6-22,15071,,,,04,06,13,16,34,04,10
2015-6-20,15070,,,,03,09,12,17,18,04,12
2015-6-17,15069,,,,02,09,11,22,25,01,07
2015-6-15,15068,,,,02,03,20,31,35,04,08
2015-6-13,15067,,,,04,10,18,24,27,04,11
2015-6-10,15066,,,,01,03,07,13,29,02,10
2015-6-8,15065,,,,04,05,07,13,35,08,11
2015-6-6,15064,,,,02,08,20,28,31,07,10
2015-6-3,15063,,,,01,04,06,34,35,02,04
2015-6-1,15062,,,,06,07,13,14,15,01,04
2015-5-30,15061,,,,06,07,08,16,22,02,10
2015-5-27,15060,,,,16,24,25,26,33,04,11
2015-5-25,15059,,,,07,09,19,23,32,01,03
2015-5-23,15058,,,,10,14,20,27,30,07,12
2015-5-20,15057,,,,01,05,07,14,26,04,06
2015-5-18,15056,,,,06,12,19,26,35,03,10
2015-5-16,15055,,,,06,11,14,20,30,05,10
2015-5-13,15054,,,,02,09,15,24,34,03,09
2015-5-11,15053,,,,08,25,28,29,32,04,07
2015-5-9,15052,,,,13,19,24,27,29,07,08
2015-5-6,15051,,,,01,02,11,16,21,01,05
2015-5-4,15050,,,,06,07,10,20,28,02,07
